Quality Measures,NSGA-II,SMS-EMOA,GrEA,General PF
Mean solutions,150.0,146.8,150.0,-
Proportion,0.325581,0.310078,0.364341,-
Hypervolume,0.7162288529360779,0.7188727791799316,0.7132781549958822,0.718982
Spacing,0.05053548742731134,0.04427272711898104,0.04566862441611705,0.040409
Maximum spread,0.8996096963651155,1.1767988987227447,0.9737331238505117,1.216054
Overall PF spread,0.5217391304347826,0.7261216222199509,0.4981900037963038,-
Error ratio,0.09677419354838712,0.15625,0.34931506849315064,-
GD,0.006666376651775662,0.008648771002569059,0.010697060343231223,-
Inverted GD,0.008212069826040672,0.005218478892863154,0.009948796836557005,-
